temperature,humidity,soil_moisture,nitrogen,phosphorus,potassium,soil_pH,crop
16.510445431936155,80.68459233528084,57.033698208669236,17.259503099473225,9.934253790607563,111.37661082815094,5.625454655343724,potato
33.39831413213693,65.82083500624279,65.84180659530554,44.819843401481435,7.106676497493037,227.77847852578296,6.414987831998811,sugarcane
30.014870472338536,71.43768214181125,57.12948489837469,31.39412611280172,13.113299827222793,182.23222711258364,6.629404232871264,maize
18.020454995289597,76.26150370869229,65.62454408260129,21.288353270669976,9.80925656999254,132.68052636020127,6.416477552496033,potato
18.88474865403342,71.08623104484087,70.52572219023897,26.338453754114244,8.06469903443713,124.98092758718073,6.205428234521651,potato
29.773131940037704,69.82073166821526,70.43402609120795,70.5793075601687,6.151936112236978,245.7183743254174,6.0108066123029475,sugarcane
28.90810242165539,59.018982747155874,40.45450071998796,23.944051659244938,7.704033113056555,143.2031246974754,6.168503836384841,cotton
23.978848186505626,76.06096104043336,72.79625220920722,20.76746322644381,10.989818801986681,121.39873100641248,5.878538144000851,potato
19.131079161986207,75.0616088833311,64.3477476168521,26.02535529497834,7.3045938536268915,126.66562402736996,6.335224228597668,potato
31.18262223201646,87.92779050606356,82.33369829005605,44.48732337239768,15.225492682848001,207.9920461599154,5.764349653110654,rice
21.478331290053532,77.02488253246338,60.62027047702879,25.14757428760604,11.356555592297761,117.40208881488704,6.1474589895206675,potato
18.580904227726528,67.78220928731938,58.44332881974096,20.17289486618302,10.281101195736252,131.59658529375886,6.281932087254945,potato
17.32910615926025,78.73385633494969,62.28093520069203,21.642280129809325,4.883410076980458,101.10933257919054,6.201993111745937,potato
25.916634547643607,57.67673319282992,62.615367092671,31.757542147334675,21.644652608196058,155.57763999898611,6.637173514781379,maize
21.91114458662981,68.62718093459722,53.1954528756017,29.12597285042479,12.342792344408327,151.59588506312954,6.713695294360547,maize
14.419231604780588,73.95152809820685,72.6842818400215,15.7120733751127,11.864866084092784,105.76528909559168,5.605979827635771,potato
22.74445040689282,71.38137507514749,61.14150272148454,32.91947211496386,18.016387107868365,187.11927351807606,6.65130905702814,maize
28.82655519694382,72.27730453765045,64.88053839196886,17.654079710048308,15.437689766066429,146.79149775126655,6.689022998844845,maize
31.164942129445365,87.36953569367158,76.67593365653964,55.40301405656486,18.139804764171046,237.14599563116283,6.035924558322646,rice
34.21137835962427,64.20305088452892,72.60859393647891,54.60382155304736,9.523182486208867,203.65380786990292,6.059207853216265,sugarcane
34.74791083144745,66.08383481457618,38.55726606858039,17.307439830678458,9.352932912222533,168.7622836298983,6.243953886818137,cotton
23.896111085008783,57.509849060501125,31.387059486828438,21.151993912374536,6.5029136005291175,169.25736996238518,6.3518387539002275,cotton
28.789246408662965,80.46802912640868,81.61235537534127,54.017840220661064,17.9023461421017,228.4977066209575,6.140491675117433,rice
23.445224544185475,67.39433486445547,60.12273130257744,31.487754276187413,15.06159623051784,141.5515691309218,6.694521178251853,maize
31.122817785941454,93.38809099740614,76.65301865867696,37.68736137161445,18.80882826211531,180.76701731404427,5.768472019984274,rice
31.17268409271996,87.46324397250484,87.5542411072805,43.28220923235744,23.2725499202732,197.94916661774218,5.626772188956086,rice
29.783164254395327,84.24770162458722,69.33769862132392,44.87211211359728,16.039803965174553,219.50966595546302,5.899292157091478,rice
21.985258052685126,71.47898928266652,59.27756594691384,23.45961314239138,9.716361738694419,98.46074276649627,6.0449704676894855,potato
22.465719486149194,77.32991988620203,66.04325037519693,24.92650537951392,13.08349275561669,140.6784191588301,6.1740911620850865,potato
29.17755628985509,84.57228298511787,81.69868135524351,47.05817346483782,17.236324700673926,183.5234575874039,5.940967337245083,rice
34.14310179114379,62.807549056902886,71.12666774856497,65.33111610234509,7.879245746737742,177.6505415384256,6.361468758965222,sugarcane
30.09737641103857,86.6915614762108,87.31591464451448,42.10410899153746,16.589851930735716,199.90415955743066,5.648578141062287,rice
29.787443093964413,84.87594544856852,79.75892789201887,67.55491009933256,21.868252541325333,217.27024749551546,6.220440517790672,rice
28.60638684749856,61.854468948859655,26.493433870809856,17.407599953202116,6.100088141121382,202.93084928095422,6.490710240983304,cotton
21.398395289751857,74.0809317096049,68.09827188840394,26.667345507797506,11.027673885570266,133.32197584853495,5.949097412955654,potato
18.464595087134295,68.1194278039689,62.00966474189261,12.19448583121655,11.94637103516356,130.99186752680063,5.712782082860326,potato
24.969656264685405,76.19284397904858,56.79388942226424,32.627790798105025,14.979373098090292,147.1642907609189,6.638421533768394,maize
18.990094854974455,79.95624003991827,64.83190408703084,3.936324948330343,10.982913706463275,147.0187273074828,5.940483306033757,potato
25.847979982805857,69.80359572611503,61.213761969212165,32.3091146624686,16.21348715101202,132.1599349808214,6.217628856238422,maize
